sender,receiver,n_txns,total_amount,mean_amount,max_amount,n_laundering_txns,is_laundering_edge,lifespan_days,first_time,last_time
ACC000464,ACC000164,2,3350.0,1675.0,2370.0,0,0,19.291,2025-01-06 12:04:43,2025-01-25 19:03:24
ACC000433,ACC000044,3,120369.27,40123.09,80000.0,0,0,4.088,2025-01-06 12:04:53,2025-01-10 14:10:54
ACC000333,ACC001257,1,1990.0,1990.0,1990.0,0,0,0.0,2025-01-06 12:06:36,2025-01-06 12:06:36
ACC000229,ACC000008,1,189.31,189.31,189.31,0,0,0.0,2025-01-06 12:07:02,2025-01-06 12:07:02
ACC001098,ACC000790,1,205000.0,205000.0,205000.0,0,0,0.0,2025-01-06 12:07:40,2025-01-06 12:07:40
ACC001478,ACC001455,1,824.13,824.13,824.13,0,0,0.0,2025-01-06 12:08:09,2025-01-06 12:08:09
ACC001185,ACC000752,1,152042.22,152042.22,152042.22,0,0,0.0,2025-01-06 12:09:33,2025-01-06 12:09:33
ACC001325,ACC000583,4,7339.87,1834.97,4430.0,0,0,14.272,2025-01-06 12:09:59,2025-01-20 18:42:16
ACC000671,ACC000336,1,155000.0,155000.0,155000.0,0,0,0.0,2025-01-06 12:10:59,2025-01-06 12:10:59
ACC001226,ACC000424,1,328511.22,328511.22,328511.22,0,0,0.0,2025-01-06 12:12:49,2025-01-06 12:12:49
ACC000158,ACC001276,5,4558.35,911.67,1613.17,0,0,18.076,2025-01-06 12:12:53,2025-01-24 14:03:02
ACC001122,ACC001374,4,165817.77,41454.44,93405.34,0,0,22.851,2025-01-06 12:13:19,2025-01-29 08:38:38
ACC000288,ACC000713,2,8946.12,4473.06,8400.0,0,0,1.868,2025-01-06 12:13:44,2025-01-08 09:02:58
ACC000796,ACC000042,3,10083.97,3361.32,5200.0,0,0,15.256,2025-01-06 12:15:05,2025-01-21 18:24:09
ACC000491,ACC000249,1,3419.97,3419.97,3419.97,0,0,0.0,2025-01-06 12:15:51,2025-01-06 12:15:51
ACC000297,ACC000150,1,12223.44,12223.44,12223.44,0,0,0.0,2025-01-06 12:16:02,2025-01-06 12:16:02
ACC001389,ACC000114,6,9185.66,1530.94,2731.57,0,0,18.94,2025-01-06 12:17:36,2025-01-25 10:51:45
ACC000036,ACC001369,1,410.0,410.0,410.0,0,0,0.0,2025-01-06 12:18:19,2025-01-06 12:18:19
ACC000386,ACC000707,1,3781.97,3781.97,3781.97,0,0,0.0,2025-01-06 12:19:33,2025-01-06 12:19:33
ACC000182,ACC000995,4,113456.13,28364.03,57259.89,0,0,20.93,2025-01-06 12:20:34,2025-01-27 10:39:30
ACC000491,ACC000705,1,3795.97,3795.97,3795.97,0,0,0.0,2025-01-06 12:20:47,2025-01-06 12:20:47
ACC000689,ACC000332,2,31142.49,15571.24,18500.0,0,0,13.194,2025-01-06 12:21:21,2025-01-19 17:00:04
ACC000847,ACC000224,1,4610.0,4610.0,4610.0,0,0,0.0,2025-01-06 12:21:43,2025-01-06 12:21:43
ACC000239,ACC000346,1,1481.09,1481.09,1481.09,0,0,0.0,2025-01-06 12:21:44,2025-01-06 12:21:44
ACC001325,ACC001177,1,155000.0,155000.0,155000.0,0,0,0.0,2025-01-06 12:21:51,2025-01-06 12:21:51
ACC000756,ACC000008,1,175.91,175.91,175.91,0,0,0.0,2025-01-06 12:22:48,2025-01-06 12:22:48
ACC000944,ACC001296,2,46355.9,23177.95,42695.9,0,0,11.629,2025-01-06 12:23:02,2025-01-18 03:28:23
ACC000393,ACC000039,1,19600.0,19600.0,19600.0,0,0,0.0,2025-01-06 12:23:07,2025-01-06 12:23:07
ACC000933,ACC000550,1,214757.44,214757.44,214757.44,0,0,0.0,2025-01-06 12:24:38,2025-01-06 12:24:38
ACC000493,ACC000963,1,6500.0,6500.0,6500.0,0,0,0.0,2025-01-06 12:24:43,2025-01-06 12:24:43
ACC001364,ACC000164,4,45840.0,11460.0,22600.0,0,0,9.952,2025-01-06 12:25:09,2025-01-16 11:16:01
ACC000512,ACC000621,13,11616.13,893.55,1649.23,0,0,21.194,2025-01-06 12:25:53,2025-01-27 17:05:27
ACC001405,ACC000624,3,13473.48,4491.16,6812.58,0,0,22.979,2025-01-06 12:26:10,2025-01-29 11:55:38
ACC001148,ACC000710,1,170000.0,170000.0,170000.0,0,0,0.0,2025-01-06 12:26:48,2025-01-06 12:26:48
ACC000323,ACC000996,1,167247.43,167247.43,167247.43,0,0,0.0,2025-01-06 12:27:04,2025-01-06 12:27:04
ACC000548,ACC000269,1,6500.0,6500.0,6500.0,0,0,0.0,2025-01-06 12:27:05,2025-01-06 12:27:05
ACC000613,ACC001080,1,670.0,670.0,670.0,0,0,0.0,2025-01-06 12:27:36,2025-01-06 12:27:36
ACC000963,ACC000655,4,14606.95,3651.74,9049.36,0,0,18.501,2025-01-06 12:27:55,2025-01-25 00:29:04
ACC001278,ACC000539,5,128656.62,25731.32,35063.97,0,0,22.021,2025-01-06 12:27:58,2025-01-28 12:58:51
ACC000394,ACC000523,1,9000.0,9000.0,9000.0,0,0,0.0,2025-01-06 12:32:52,2025-01-06 12:32:52
ACC001328,ACC001009,5,13782.53,2756.51,6600.0,0,0,19.027,2025-01-06 12:33:15,2025-01-25 13:12:06
ACC001170,ACC001277,1,2317.26,2317.26,2317.26,0,0,0.0,2025-01-06 12:33:19,2025-01-06 12:33:19
ACC000804,ACC000202,1,17257.85,17257.85,17257.85,0,0,0.0,2025-01-06 12:34:54,2025-01-06 12:34:54
ACC000552,ACC001018,1,5155.27,5155.27,5155.27,0,0,0.0,2025-01-06 12:35:19,2025-01-06 12:35:19
ACC000449,ACC000290,2,8269.43,4134.72,7955.89,0,0,9.298,2025-01-06 12:36:33,2025-01-15 19:45:15
ACC001208,ACC000188,7,21947.88,3135.41,5237.43,0,0,23.027,2025-01-06 12:36:44,2025-01-29 13:15:46
ACC001276,ACC000738,5,4390.84,878.17,1720.24,0,0,24.219,2025-01-06 12:37:16,2025-01-30 17:52:22
ACC001476,ACC001153,1,5090.54,5090.54,5090.54,0,0,0.0,2025-01-06 12:38:25,2025-01-06 12:38:25
ACC000560,ACC001228,2,2352.62,1176.31,1450.0,0,0,18.862,2025-01-06 12:39:38,2025-01-25 09:21:10
ACC000638,ACC001277,1,991895.71,991895.71,991895.71,0,0,0.0,2025-01-06 12:40:30,2025-01-06 12:40:30
ACC000781,ACC000244,1,6590.44,6590.44,6590.44,0,0,0.0,2025-01-06 12:40:30,2025-01-06 12:40:30
ACC001325,ACC000300,1,16090.26,16090.26,16090.26,0,0,0.0,2025-01-06 12:40:34,2025-01-06 12:40:34
ACC000564,ACC000969,5,175008.15,35001.63,60367.0,0,0,18.254,2025-01-06 12:40:36,2025-01-24 18:46:21
ACC000558,ACC000474,1,142000.0,142000.0,142000.0,0,0,0.0,2025-01-06 12:41:15,2025-01-06 12:41:15
ACC000714,ACC000848,2,2490697.35,1245348.67,2247955.78,0,0,24.21,2025-01-06 12:41:34,2025-01-30 17:43:37
ACC000611,ACC001382,1,58713.28,58713.28,58713.28,0,0,0.0,2025-01-06 12:42:34,2025-01-06 12:42:34
ACC000442,ACC000185,1,214568.62,214568.62,214568.62,0,0,0.0,2025-01-06 12:43:40,2025-01-06 12:43:40
ACC000756,ACC000161,2,4300.32,2150.16,2670.32,0,0,22.401,2025-01-06 12:43:55,2025-01-28 22:22:00
ACC000137,ACC000564,11,1408153.46,128013.95,277232.97,0,0,21.797,2025-01-06 12:44:11,2025-01-28 07:51:44
ACC000886,ACC001491,1,3491.39,3491.39,3491.39,0,0,0.0,2025-01-06 12:46:02,2025-01-06 12:46:02
ACC001354,ACC000760,1,1122840.52,1122840.52,1122840.52,0,0,0.0,2025-01-06 12:46:09,2025-01-06 12:46:09
ACC000090,ACC000713,2,192405.98,96202.99,119000.0,0,0,2.968,2025-01-06 12:46:24,2025-01-09 12:00:02
ACC001191,ACC000673,2,16500.03,8250.02,13125.89,0,0,5.955,2025-01-06 12:47:42,2025-01-12 11:42:29
ACC000432,ACC000942,1,16300.0,16300.0,16300.0,0,0,0.0,2025-01-06 12:47:51,2025-01-06 12:47:51
ACC000766,ACC000291,1,1743568.0,1743568.0,1743568.0,0,0,0.0,2025-01-06 12:48:18,2025-01-06 12:48:18
ACC001071,ACC000208,1,18319.75,18319.75,18319.75,0,0,0.0,2025-01-06 12:49:29,2025-01-06 12:49:29
ACC000768,ACC001364,3,1004.35,334.78,805.54,0,0,18.943,2025-01-06 12:50:04,2025-01-25 11:28:26
ACC000976,ACC001121,1,2954.23,2954.23,2954.23,0,0,0.0,2025-01-06 12:50:06,2025-01-06 12:50:06
ACC001153,ACC000995,5,2424583.1,484916.62,1279657.53,0,0,23.242,2025-01-06 12:50:28,2025-01-29 18:38:47
ACC001197,ACC000743,4,2878749.58,719687.4,962000.0,4,1,8.245,2025-01-06 12:51:34,2025-01-14 18:44:56
ACC001411,ACC001241,1,5200.0,5200.0,5200.0,0,0,0.0,2025-01-06 12:51:58,2025-01-06 12:51:58
ACC000284,ACC001155,14,38393.3,2742.38,6759.53,0,0,24.253,2025-01-06 12:51:59,2025-01-30 18:56:31
ACC000906,ACC000596,5,159683.85,31936.77,110000.0,0,0,23.035,2025-01-06 12:54:59,2025-01-29 13:44:45
ACC001034,ACC001362,2,2900.0,1450.0,2660.0,0,0,21.268,2025-01-06 12:55:21,2025-01-27 19:20:54
ACC001397,ACC000116,1,44100.0,44100.0,44100.0,0,0,0.0,2025-01-06 12:55:29,2025-01-06 12:55:29
ACC001087,ACC001155,1,1405.58,1405.58,1405.58,0,0,0.0,2025-01-06 12:56:46,2025-01-06 12:56:46
ACC000604,ACC001345,1,162912.12,162912.12,162912.12,0,0,0.0,2025-01-06 12:56:48,2025-01-06 12:56:48
ACC001080,ACC000038,4,1620035.71,405008.93,1351000.0,0,0,24.129,2025-01-06 12:56:55,2025-01-30 16:03:12
ACC001278,ACC000318,1,10377.49,10377.49,10377.49,0,0,0.0,2025-01-06 12:58:02,2025-01-06 12:58:02
ACC000523,ACC001241,4,20254.78,5063.7,9576.99,0,0,23.498,2025-01-06 12:58:32,2025-01-30 00:55:08
ACC000199,ACC001426,1,7839.55,7839.55,7839.55,0,0,0.0,2025-01-06 12:59:01,2025-01-06 12:59:01
ACC000101,ACC000269,1,6982.09,6982.09,6982.09,0,0,0.0,2025-01-06 12:59:48,2025-01-06 12:59:48
ACC000076,ACC001275,1,13100.0,13100.0,13100.0,0,0,0.0,2025-01-06 13:00:29,2025-01-06 13:00:29
ACC000963,ACC000333,2,1561.69,780.84,1101.69,0,0,11.895,2025-01-06 13:01:51,2025-01-18 10:30:13
ACC001218,ACC000168,2,2505.06,1252.53,1840.0,0,0,0.775,2025-01-06 13:02:12,2025-01-07 07:37:40
ACC001152,ACC001183,1,172148.9,172148.9,172148.9,0,0,0.0,2025-01-06 13:02:14,2025-01-06 13:02:14
ACC000533,ACC001045,1,73465.57,73465.57,73465.57,0,0,0.0,2025-01-06 13:03:20,2025-01-06 13:03:20
ACC001050,ACC000673,1,193.48,193.48,193.48,0,0,0.0,2025-01-06 13:03:20,2025-01-06 13:03:20
ACC001035,ACC000108,2,4942.46,2471.23,2472.46,0,0,12.373,2025-01-06 13:03:28,2025-01-18 22:00:57
ACC001161,ACC000062,1,13500.0,13500.0,13500.0,0,0,0.0,2025-01-06 13:04:30,2025-01-06 13:04:30
ACC000673,ACC000523,1,68000.0,68000.0,68000.0,0,0,0.0,2025-01-06 13:04:34,2025-01-06 13:04:34
ACC000752,ACC000512,2,49214.9,24607.45,36086.51,0,0,11.367,2025-01-06 13:05:39,2025-01-17 21:54:38
ACC000934,ACC000291,3,15602.69,5200.9,6600.0,0,0,18.929,2025-01-06 13:06:19,2025-01-25 11:24:06
ACC000049,ACC000008,1,480.0,480.0,480.0,0,0,0.0,2025-01-06 13:06:21,2025-01-06 13:06:21
ACC000810,ACC000225,2,2559.62,1279.81,1653.34,0,0,15.224,2025-01-06 13:07:55,2025-01-21 18:31:04
ACC000266,ACC000917,1,3019.31,3019.31,3019.31,0,0,0.0,2025-01-06 13:09:03,2025-01-06 13:09:03
ACC000317,ACC001454,1,148000.0,148000.0,148000.0,0,0,0.0,2025-01-06 13:09:30,2025-01-06 13:09:30
ACC001287,ACC000397,1,4200.43,4200.43,4200.43,0,0,0.0,2025-01-06 13:09:31,2025-01-06 13:09:31
ACC000297,ACC001114,4,67131.56,16782.89,27206.06,0,0,12.895,2025-01-06 13:10:48,2025-01-19 10:40:02
ACC000329,ACC001300,4,127181.34,31795.34,49300.0,0,0,24.17,2025-01-06 13:10:58,2025-01-30 17:16:04
ACC000239,ACC000637,1,5600.0,5600.0,5600.0,0,0,0.0,2025-01-06 13:11:35,2025-01-06 13:11:35
ACC000954,ACC000033,7,17037.75,2433.96,4630.0,0,0,19.89,2025-01-06 13:12:11,2025-01-26 10:33:21
ACC000606,ACC001269,1,441.19,441.19,441.19,0,0,0.0,2025-01-06 13:14:42,2025-01-06 13:14:42
ACC000249,ACC000697,1,70402.53,70402.53,70402.53,0,0,0.0,2025-01-06 13:17:47,2025-01-06 13:17:47
ACC000145,ACC000186,1,139000.0,139000.0,139000.0,0,0,0.0,2025-01-06 13:18:11,2025-01-06 13:18:11
ACC000690,ACC000919,4,60660.18,15165.04,45685.5,0,0,23.065,2025-01-06 13:18:11,2025-01-29 14:51:23
ACC000508,ACC000771,4,60912.44,15228.11,31165.86,0,0,22.963,2025-01-06 13:19:00,2025-01-29 12:25:59
ACC000137,ACC000071,1,161801.34,161801.34,161801.34,0,0,0.0,2025-01-06 13:19:07,2025-01-06 13:19:07
ACC000554,ACC000042,2,7985.67,3992.84,5825.67,0,0,14.25,2025-01-06 13:21:57,2025-01-20 19:22:24
ACC000465,ACC000760,1,542.74,542.74,542.74,0,0,0.0,2025-01-06 13:22:29,2025-01-06 13:22:29
ACC001128,ACC001114,1,3860.0,3860.0,3860.0,0,0,0.0,2025-01-06 13:22:53,2025-01-06 13:22:53
ACC000526,ACC001254,1,2222.81,2222.81,2222.81,0,0,0.0,2025-01-06 13:24:05,2025-01-06 13:24:05
ACC000413,ACC000008,2,2460.0,1230.0,2360.0,0,0,10.925,2025-01-06 13:24:11,2025-01-17 11:36:18
ACC001436,ACC001402,1,938.55,938.55,938.55,0,0,0.0,2025-01-06 13:25:08,2025-01-06 13:25:08
ACC001018,ACC000056,5,52153.28,10430.66,22082.5,0,0,24.099,2025-01-06 13:27:37,2025-01-30 15:50:10
ACC001485,ACC001260,1,103025.95,103025.95,103025.95,0,0,0.0,2025-01-06 13:28:21,2025-01-06 13:28:21
ACC001347,ACC001198,3,17866.91,5955.64,11523.02,0,0,4.145,2025-01-06 13:29:15,2025-01-10 16:58:32
ACC001023,ACC001128,1,62000.0,62000.0,62000.0,0,0,0.0,2025-01-06 13:29:38,2025-01-06 13:29:38
ACC000586,ACC000722,1,975.57,975.57,975.57,0,0,0.0,2025-01-06 13:32:20,2025-01-06 13:32:20
ACC000568,ACC000757,1,8414.72,8414.72,8414.72,0,0,0.0,2025-01-06 13:32:42,2025-01-06 13:32:42
ACC000082,ACC000627,22,25990548.92,1181388.59,7296463.05,0,0,22.293,2025-01-06 13:33:57,2025-01-28 20:35:57
ACC000750,ACC001241,1,4300.0,4300.0,4300.0,0,0,0.0,2025-01-06 13:36:21,2025-01-06 13:36:21
ACC000849,ACC000384,1,74310.1,74310.1,74310.1,0,0,0.0,2025-01-06 13:37:08,2025-01-06 13:37:08
ACC000161,ACC000332,1,1344.97,1344.97,1344.97,0,0,0.0,2025-01-06 13:37:26,2025-01-06 13:37:26
ACC000251,ACC000866,1,60736.91,60736.91,60736.91,0,0,0.0,2025-01-06 13:37:55,2025-01-06 13:37:55
ACC000297,ACC000455,4,85096.15,21274.04,43208.41,0,0,21.861,2025-01-06 13:37:56,2025-01-28 10:17:52
ACC000124,ACC000008,2,1470.44,735.22,1020.0,0,0,15.352,2025-01-06 13:38:47,2025-01-21 22:06:21
ACC000114,ACC000830,1,220000.0,220000.0,220000.0,0,0,0.0,2025-01-06 13:40:08,2025-01-06 13:40:08
ACC000544,ACC000690,3,39838.59,13279.53,25400.0,0,0,16.089,2025-01-06 13:40:31,2025-01-22 15:49:10
ACC001261,ACC000008,1,452.62,452.62,452.62,0,0,0.0,2025-01-06 13:43:35,2025-01-06 13:43:35
ACC000916,ACC000564,2,3885.9,1942.95,3115.9,0,0,11.26,2025-01-06 13:45:11,2025-01-17 19:59:24
ACC000044,ACC000633,3,4775896.19,1591965.4,2418979.44,0,0,18.858,2025-01-06 13:46:08,2025-01-25 10:21:12
ACC000454,ACC001018,1,63206.9,63206.9,63206.9,0,0,0.0,2025-01-06 13:48:26,2025-01-06 13:48:26
ACC000284,ACC001440,1,63613.48,63613.48,63613.48,0,0,0.0,2025-01-06 13:50:46,2025-01-06 13:50:46
ACC001041,ACC000500,2,3310.0,1655.0,2490.0,0,0,15.927,2025-01-06 13:51:07,2025-01-22 12:06:27
ACC000584,ACC000268,4,35850.91,8962.73,17700.0,0,0,17.728,2025-01-06 13:51:10,2025-01-24 07:19:35
ACC000232,ACC000320,1,45300.0,45300.0,45300.0,0,0,0.0,2025-01-06 13:52:06,2025-01-06 13:52:06
ACC000027,ACC000463,6,17034.29,2839.05,6400.0,0,0,23.969,2025-01-06 13:53:04,2025-01-30 13:08:14
ACC000424,ACC000134,1,315000.0,315000.0,315000.0,0,0,0.0,2025-01-06 13:53:19,2025-01-06 13:53:19
ACC000630,ACC001357,1,37929.77,37929.77,37929.77,0,0,0.0,2025-01-06 13:55:43,2025-01-06 13:55:43
ACC001237,ACC001354,1,1200.0,1200.0,1200.0,0,0,0.0,2025-01-06 13:56:16,2025-01-06 13:56:16
ACC000723,ACC001039,1,8587.97,8587.97,8587.97,0,0,0.0,2025-01-06 13:56:59,2025-01-06 13:56:59
ACC000546,ACC000532,1,2050.0,2050.0,2050.0,0,0,0.0,2025-01-06 13:58:43,2025-01-06 13:58:43
ACC000207,ACC000076,1,4603.34,4603.34,4603.34,0,0,0.0,2025-01-06 13:59:08,2025-01-06 13:59:08
ACC000656,ACC000269,1,474000.0,474000.0,474000.0,0,0,0.0,2025-01-06 13:59:30,2025-01-06 13:59:30
ACC001211,ACC000547,1,1070.0,1070.0,1070.0,0,0,0.0,2025-01-06 14:01:16,2025-01-06 14:01:16
ACC000161,ACC001466,2,6233.93,3116.96,4045.19,0,0,23.564,2025-01-06 14:03:52,2025-01-30 03:36:11
ACC000832,ACC000779,3,7421.9,2473.97,3706.06,0,0,23.94,2025-01-06 14:05:40,2025-01-30 12:38:51
ACC001171,ACC000015,1,59010.73,59010.73,59010.73,0,0,0.0,2025-01-06 14:06:24,2025-01-06 14:06:24
ACC000291,ACC000935,5,5718.53,1143.71,2342.04,0,0,23.1,2025-01-06 14:06:38,2025-01-29 16:30:23
ACC000671,ACC001277,4,412186.61,103046.65,227905.06,0,0,21.201,2025-01-06 14:07:10,2025-01-27 18:56:44
ACC000047,ACC000299,1,54292.05,54292.05,54292.05,0,0,0.0,2025-01-06 14:07:19,2025-01-06 14:07:19
ACC001250,ACC000008,1,1178.51,1178.51,1178.51,0,0,0.0,2025-01-06 14:07:24,2025-01-06 14:07:24
ACC000646,ACC001098,1,6185.41,6185.41,6185.41,0,0,0.0,2025-01-06 14:09:29,2025-01-06 14:09:29
ACC000069,ACC000033,1,1111.08,1111.08,1111.08,0,0,0.0,2025-01-06 14:11:15,2025-01-06 14:11:15
ACC000707,ACC000548,3,12598.3,4199.43,9500.0,0,0,16.143,2025-01-06 14:14:47,2025-01-22 17:41:23
ACC000188,ACC001291,1,41900.0,41900.0,41900.0,0,0,0.0,2025-01-06 14:14:49,2025-01-06 14:14:49
ACC001108,ACC000441,1,1110.0,1110.0,1110.0,0,0,0.0,2025-01-06 14:15:17,2025-01-06 14:15:17
ACC000630,ACC000518,1,45700.0,45700.0,45700.0,0,0,0.0,2025-01-06 14:16:28,2025-01-06 14:16:28
ACC000040,ACC000539,2,4864.55,2432.28,2514.55,0,0,18.283,2025-01-06 14:16:32,2025-01-24 21:04:41
ACC000996,ACC000179,1,8445.98,8445.98,8445.98,0,0,0.0,2025-01-06 14:16:33,2025-01-06 14:16:33
ACC001187,ACC001018,1,11300.0,11300.0,11300.0,0,0,0.0,2025-01-06 14:16:41,2025-01-06 14:16:41
ACC000406,ACC000168,1,102.33,102.33,102.33,0,0,0.0,2025-01-06 14:21:09,2025-01-06 14:21:09
ACC000282,ACC000226,2,10581.72,5290.86,9800.0,0,0,8.972,2025-01-06 14:21:28,2025-01-15 13:40:35
ACC000699,ACC000500,4,8033.56,2008.39,2440.0,0,0,15.833,2025-01-06 14:21:47,2025-01-22 10:21:56
ACC000268,ACC001047,1,644.53,644.53,644.53,0,0,0.0,2025-01-06 14:22:33,2025-01-06 14:22:33
ACC000906,ACC000151,1,561.05,561.05,561.05,0,0,0.0,2025-01-06 14:22:47,2025-01-06 14:22:47
ACC000385,ACC000179,2,10205.6,5102.8,7590.59,0,0,6.092,2025-01-06 14:23:16,2025-01-12 16:35:49
ACC000047,ACC001387,2,28135.64,14067.82,23600.0,0,0,2.943,2025-01-06 14:23:33,2025-01-09 13:01:01
ACC000042,ACC000512,1,2399.97,2399.97,2399.97,0,0,0.0,2025-01-06 14:24:09,2025-01-06 14:24:09
ACC000486,ACC000686,8,6279.69,784.96,2178.89,0,0,21.905,2025-01-06 14:24:41,2025-01-28 12:08:36
ACC000701,ACC000612,1,46300.0,46300.0,46300.0,0,0,0.0,2025-01-06 14:25:31,2025-01-06 14:25:31
ACC001021,ACC000712,1,3582.64,3582.64,3582.64,0,0,0.0,2025-01-06 14:26:04,2025-01-06 14:26:04
ACC000430,ACC000933,4,23100.67,5775.17,9656.68,0,0,22.805,2025-01-06 14:26:13,2025-01-29 09:45:01
ACC000265,ACC000539,1,7936.43,7936.43,7936.43,0,0,0.0,2025-01-06 14:26:35,2025-01-06 14:26:35
ACC000188,ACC001358,1,56196.07,56196.07,56196.07,0,0,0.0,2025-01-06 14:26:49,2025-01-06 14:26:49
ACC000112,ACC000758,1,330.58,330.58,330.58,0,0,0.0,2025-01-06 14:29:36,2025-01-06 14:29:36
ACC001232,ACC000803,1,183000.0,183000.0,183000.0,0,0,0.0,2025-01-06 14:30:11,2025-01-06 14:30:11
ACC000326,ACC000082,1,25313.82,25313.82,25313.82,0,0,0.0,2025-01-06 14:30:41,2025-01-06 14:30:41
ACC000346,ACC001123,3,1557.73,519.24,722.92,0,0,20.009,2025-01-06 14:31:36,2025-01-26 14:45:00
ACC000165,ACC001196,1,118234.03,118234.03,118234.03,0,0,0.0,2025-01-06 14:33:13,2025-01-06 14:33:13
ACC000607,ACC000493,1,15100.0,15100.0,15100.0,0,0,0.0,2025-01-06 14:34:15,2025-01-06 14:34:15
ACC000622,ACC000762,1,77000.0,77000.0,77000.0,0,0,0.0,2025-01-06 14:35:59,2025-01-06 14:35:59
ACC001339,ACC000850,1,74739.83,74739.83,74739.83,0,0,0.0,2025-01-06 14:36:11,2025-01-06 14:36:11
ACC001197,ACC000118,1,1097127.82,1097127.82,1097127.82,0,0,0.0,2025-01-06 14:38:28,2025-01-06 14:38:28
ACC000642,ACC000322,1,432727.49,432727.49,432727.49,1,1,0.0,2025-01-06 14:39:06,2025-01-06 14:39:06
ACC001018,ACC001254,4,10745.47,2686.37,4170.0,0,0,14.869,2025-01-06 14:39:23,2025-01-21 11:30:17
ACC000906,ACC000280,1,9295.15,9295.15,9295.15,0,0,0.0,2025-01-06 14:39:25,2025-01-06 14:39:25
ACC000873,ACC000164,5,946839.74,189367.95,456169.82,0,0,23.765,2025-01-06 14:39:42,2025-01-30 09:01:54
ACC001080,ACC001387,5,553220.53,110644.11,237935.17,0,0,20.126,2025-01-06 14:40:30,2025-01-26 17:42:17
ACC000530,ACC000397,2,3664.31,1832.16,2494.31,0,0,10.107,2025-01-06 14:45:22,2025-01-16 17:19:49
ACC000383,ACC000473,3,9763.43,3254.48,5442.81,0,0,18.785,2025-01-06 14:45:39,2025-01-25 09:36:10
ACC000782,ACC000548,3,1608452.65,536150.88,1241295.88,0,0,14.198,2025-01-06 14:45:41,2025-01-20 19:31:31
ACC000249,ACC001117,1,125684.67,125684.67,125684.67,0,0,0.0,2025-01-06 14:49:56,2025-01-06 14:49:56
ACC001197,ACC001339,4,2705924.33,676481.08,1519111.41,0,0,19.002,2025-01-06 14:51:19,2025-01-25 14:54:53
ACC000861,ACC000391,1,88000.0,88000.0,88000.0,0,0,0.0,2025-01-06 14:51:47,2025-01-06 14:51:47
ACC000853,ACC001241,1,5800.0,5800.0,5800.0,0,0,0.0,2025-01-06 14:55:26,2025-01-06 14:55:26
ACC000782,ACC001249,1,31742.22,31742.22,31742.22,0,0,0.0,2025-01-06 14:56:41,2025-01-06 14:56:41
ACC000763,ACC000076,1,104000.0,104000.0,104000.0,0,0,0.0,2025-01-06 14:56:42,2025-01-06 14:56:42
ACC000898,ACC001010,1,2049.94,2049.94,2049.94,0,0,0.0,2025-01-06 14:56:45,2025-01-06 14:56:45
ACC000224,ACC000999,3,7368.46,2456.15,5436.27,0,0,17.43,2025-01-06 14:56:58,2025-01-24 01:15:45
ACC001114,ACC000969,1,1389850.14,1389850.14,1389850.14,0,0,0.0,2025-01-06 14:57:20,2025-01-06 14:57:20
ACC000103,ACC000523,1,5614.24,5614.24,5614.24,0,0,0.0,2025-01-06 14:57:58,2025-01-06 14:57:58
ACC001386,ACC001241,4,17862.59,4465.65,8907.12,0,0,22.27,2025-01-06 14:58:48,2025-01-28 21:27:29
ACC001067,ACC000811,2,2880000.0,1440000.0,2179000.0,2,1,0.013,2025-01-06 14:58:52,2025-01-06 15:17:13
ACC001234,ACC000384,1,2906.22,2906.22,2906.22,0,0,0.0,2025-01-06 14:58:54,2025-01-06 14:58:54
ACC001018,ACC000108,6,43783.84,7297.31,15348.06,0,0,22.955,2025-01-06 15:01:55,2025-01-29 13:57:36
ACC000566,ACC000397,3,12127.95,4042.65,6452.16,0,0,9.717,2025-01-06 15:02:48,2025-01-16 08:15:23
ACC001010,ACC001112,1,5434.42,5434.42,5434.42,0,0,0.0,2025-01-06 15:04:08,2025-01-06 15:04:08
ACC000999,ACC001455,1,51125.71,51125.71,51125.71,0,0,0.0,2025-01-06 15:04:44,2025-01-06 15:04:44
ACC000364,ACC001320,2,760.0,380.0,440.0,0,0,1.143,2025-01-06 15:05:27,2025-01-07 18:31:54
ACC001228,ACC001276,2,467922.29,233961.14,395057.88,0,0,10.952,2025-01-06 15:05:49,2025-01-17 13:57:18
ACC000922,ACC000239,1,24500.0,24500.0,24500.0,0,0,0.0,2025-01-06 15:06:45,2025-01-06 15:06:45
ACC000080,ACC000528,2,25119.01,12559.5,20463.64,0,0,9.044,2025-01-06 15:07:41,2025-01-15 16:10:54
ACC000649,ACC001072,3,86667.24,28889.08,49528.18,0,0,8.969,2025-01-06 15:07:44,2025-01-15 14:22:57
ACC000178,ACC000076,1,10400.0,10400.0,10400.0,0,0,0.0,2025-01-06 15:07:47,2025-01-06 15:07:47
ACC001184,ACC000202,1,1134.37,1134.37,1134.37,0,0,0.0,2025-01-06 15:08:06,2025-01-06 15:08:06
ACC001217,ACC000165,3,9434.97,3144.99,4100.0,0,0,0.875,2025-01-06 15:08:20,2025-01-07 12:08:12
ACC001208,ACC000480,1,106767.63,106767.63,106767.63,0,0,0.0,2025-01-06 15:10:20,2025-01-06 15:10:20
ACC000323,ACC001484,1,196000.0,196000.0,196000.0,0,0,0.0,2025-01-06 15:10:36,2025-01-06 15:10:36
ACC001241,ACC001262,1,7666.4,7666.4,7666.4,0,0,0.0,2025-01-06 15:11:14,2025-01-06 15:11:14
